MJD, Mag, MagErr
55972.485683,15.061440,0.013520
55972.498229,15.084920,0.012230
55972.510590,15.075360,0.012020
55972.522998,15.075250,0.013410
55980.396620,15.032950,0.008880
55980.408715,15.045050,0.007570
55980.420833,15.013630,0.007810
55980.432928,15.068070,0.009160
55980.445035,15.056150,0.009180
55986.336088,15.045260,0.009740
55986.348426,15.021750,0.009050
55986.360590,15.023550,0.009780
55986.372928,15.053120,0.010150
55986.385185,15.044890,0.010180
56002.388067,15.020960,0.008740
56002.399259,15.016350,0.008040
56002.410394,15.019410,0.007720
56002.421609,15.028840,0.008530
56002.432824,15.038480,0.008330
56004.345058,15.304910,0.031460
56004.355856,15.007310,0.031000
56004.366655,15.065350,0.040810
56004.377454,14.949110,0.016410
56010.378090,15.021790,0.007880
56010.388866,15.032920,0.008770
56010.399745,15.016800,0.009890
56010.410556,15.026090,0.008730
56010.421343,15.019910,0.008630
56015.318345,15.042740,0.007600
56015.329144,15.026130,0.007460
56015.339838,15.034870,0.008040
56015.350428,15.049270,0.008320
56015.361956,15.029450,0.008140
56030.341840,15.026730,0.021640
56030.353391,15.047120,0.038340
56030.364861,15.021310,0.020930
56030.376331,15.035020,0.014060
56046.238912,14.990060,0.008770
56046.249282,15.002640,0.008410
56046.259826,14.982410,0.008240
56046.270301,14.993840,0.008080
56046.281285,14.991250,0.008350
56066.215394,15.014970,0.008790
56066.226701,14.992730,0.009080
56066.238021,14.998460,0.007970
56066.249317,14.996540,0.008500
56066.260637,14.984700,0.008090
56073.158148,15.000950,0.010570
56073.169225,14.998610,0.010600
56073.180278,14.986470,0.009420
56073.191319,14.979900,0.009820
56073.202373,14.985110,0.008780
56090.159479,14.969380,0.008450
56090.169919,14.951540,0.009510
56090.180417,14.948870,0.008280
56090.191007,14.974830,0.008720
56090.201539,15.008860,0.009280
